 GLOBAL TELECOMUNICATION SYSTEM DATA.
 NUMBER OF STATIONS= 800
 DATE= 2003/02/11
 TYPE= METAR
 ======================================================================================
 ID     COD LAT     LON      Z    Y  M D   UTCN UTC WD    WS  SLP    SFP     T     TDD
 SAVV   512 -40.85  63.02     7.  3  2 11    0  1.0  50.   9. 9999.9 9999.9  19.0   8.0
 SAVV   512 -40.85  63.02     7.  3  2 11    0  2.0  50.  10. 9999.9 9999.9  18.0   7.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0 21.0  70.   5. 9999.9 9999.9  34.0  24.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0 22.0  70.   5. 9999.9 9999.9  34.0  26.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0 23.0 110.   3. 9999.9 9999.9  32.0  20.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0  0.0 110.   3. 9999.9 9999.9  29.0  16.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0  1.0 320.  10. 9999.9 9999.9  26.0  12.0
 SAZN   512 -38.95  68.13   271.  3  2 11    0  2.0  20.   8. 9999.9 9999.9  26.0  13.0
 SAZB   512 -38.73  62.17    83.  3  2 11    0 21.0  90.  25. 9999.9 9999.9  26.0  18.0
 SAZB   512 -38.73  62.17    83.  3  2 11    0 22.0 110.  27. 9999.9 9999.9  24.0  15.0
 SAZB   512 -38.73  62.17    83.  3  2 11    0 23.0 110.  12. 9999.9 9999.9  22.0  13.0
 SAZB   512 -38.73  62.17    83.  3  2 11    0  1.0  90.  16. 9999.9 9999.9  18.0  11.0
 SAZB   512 -38.73  62.17    83.  3  2 11    0  2.0  90.  16. 9999.9 9999.9  16.0   9.0
 SAZM   512 -37.93  57.58    21.  3  2 11    0 21.0 180.   9. 9999.9 9999.9  19.0   3.0
 SAZM   512 -37.93  57.58    21.  3  2 11    0 22.0 160.  11. 9999.9 9999.9  19.0   3.0
 SAZM   512 -37.93  57.58    21.  3  2 11    0  0.0 160.   9. 9999.9 9999.9  19.0   2.0
 SAZM   512 -37.93  57.58    21.  3  2 11    0  1.0 160.  10. 9999.9 9999.9  19.0   1.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0 21.0 240.  11. 9999.9 9999.9  24.0  11.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0 22.0 240.  11. 9999.9 9999.9  22.0   9.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0 23.0 230.  11. 9999.9 9999.9  21.0   9.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0  0.0 230.  12. 9999.9 9999.9  18.0   6.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0  1.0 240.  12. 9999.9 9999.9  17.0   6.0
 SCIE   512 -36.77  73.05    16.  3  2 11    0  2.0 220.  12. 9999.9 9999.9  16.0   5.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0 21.0  90.  11. 9999.9 9999.9  31.0  19.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0 22.0  90.  12. 9999.9 9999.9  30.0  20.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0 23.0  70.   7. 9999.9 9999.9  28.0  17.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0  0.0  70.   4. 9999.9 9999.9  26.0  12.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0  1.0 360.   2. 9999.9 9999.9  24.0  11.0
 SAZR   512 -36.57  64.27   191.  3  2 11    0  2.0 360.   0. 9999.9 9999.9  22.0   9.0
 SULS   512 -34.87  55.10    30.  3  2 11    0 21.0 140.  10. 9999.9 9999.9  26.0   6.0
 SULS   512 -34.87  55.10    30.  3  2 11    0 22.0 130.   8. 9999.9 9999.9  25.0   5.0
 SULS   512 -34.87  55.10    30.  3  2 11    0 23.0 130.   6. 9999.9 9999.9  24.0   3.0
 SULS   512 -34.87  55.10    30.  3  2 11    0  1.0  90.   8. 9999.9 9999.9  23.0   2.0
 SULS   512 -34.87  55.10    30.  3  2 11    0  2.0  90.   8. 9999.9 9999.9  23.0   2.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0 21.0 140.  11. 9999.9 9999.9  24.0   5.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0 22.0 140.   9. 9999.9 9999.9  24.0   3.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0 23.0 120.  10. 9999.9 9999.9  24.0   3.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0  0.0 120.   9. 9999.9 9999.9  24.0   3.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0  1.0 120.   8. 9999.9 9999.9  23.0   3.0
 SUMU   512 -34.83  56.00    32.  3  2 11    0  2.0 120.   8. 9999.9 9999.9  23.0   3.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0 21.0 140.   9. 9999.9 9999.9  24.0   5.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0 22.0 140.   9. 9999.9 9999.9  24.0   5.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0 23.0 110.  11. 9999.9 9999.9  23.0   4.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  0.0 110.   8. 9999.9 9999.9  22.0   4.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  0.6 110.   9. 9999.9 9999.9  22.0   4.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  1.0 140.   9. 9999.9 9999.9  21.0   2.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  2.0 110.   6. 9999.9 9999.9  22.0   2.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  2.2 110.   7. 9999.9 9999.9  22.0   2.0
 SAEZ   512 -34.82  58.53    20.  3  2 11    0  2.5 110.   6. 9999.9 9999.9  22.0   2.0
 SUAA   512 -34.78  56.25    54.  3  2 11    0 21.0 140.   8. 9999.9 9999.9  26.0   6.0
 SUAA   512 -34.78  56.25    54.  3  2 11    0 22.0 130.  10. 9999.9 9999.9  25.0   5.0
 SUAA   512 -34.78  56.25    54.  3  2 11    0 23.0 110.   5. 9999.9 9999.9  25.0   5.0
 SUAA   512 -34.78  56.25    54.  3  2 11    0  0.0 110.  10. 9999.9 9999.9  22.0   2.0
 SADP   512 -34.60  58.60    12.  3  2 11    0 21.0 140.  11. 9999.9 9999.9  25.0   5.0
 SADP   512 -34.60  58.60    12.  3  2 11    0 22.0 140.  11. 9999.9 9999.9  25.0   3.0
 SADP   512 -34.60  58.60    12.  3  2 11    0 23.0 140.  13. 9999.9 9999.9  24.0   4.0
 SADP   512 -34.60  58.60    12.  3  2 11    0  0.0 140.  10. 9999.9 9999.9  23.0  -6.0
 SAMR   512 -34.58  68.40   748.  3  2 11    0 21.0 360.   0. 9999.9 9999.9  24.0   8.0
 SAMR   512 -34.58  68.40   748.  3  2 11    0 22.0  50.   8. 9999.9 9999.9  25.0   9.0
 SAMR   512 -34.58  68.40   748.  3  2 11    0 23.0  50.   4. 9999.9 9999.9  25.0  10.0
 SAMR   512 -34.58  68.40   748.  3  2 11    0  1.0 140.   8. 9999.9 9999.9  21.0   7.0
 SAMR   512 -34.58  68.40   748.  3  2 11    0  2.0 140.   8. 9999.9 9999.9  19.0   4.0
 SABE   512 -34.57  58.42     6.  3  2 11    0 21.0 140.  16. 9999.9 9999.9  26.0   8.0
 SABE   512 -34.57  58.42     6.  3  2 11    0 22.0 140.  11. 9999.9 9999.9  25.0   8.0
 SABE   512 -34.57  58.42     6.  3  2 11    0 23.0 140.  16. 9999.9 9999.9  25.0   7.0
 SABE   512 -34.57  58.42     6.  3  2 11    0  0.0 140.  13. 9999.9 9999.9  24.0   8.0
 SABE   512 -34.57  58.42     6.  3  2 11    0  1.0 140.  14. 9999.9 9999.9  23.0   5.0
 SABE   512 -34.57  58.42     6.  3  2 11    0  2.0 140.  15. 9999.9 9999.9  23.0   2.0
 SABE   512 -34.57  58.42     6.  3  2 11    0  2.3 140.  17. 9999.9 9999.9  23.0   2.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0 21.0 160.   3. 9999.9 9999.9  25.0   5.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0 22.0  70.  11. 9999.9 9999.9  22.0   3.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0 23.0 360.   0. 9999.9 9999.9  21.0   1.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0  0.0 360.   0. 9999.9 9999.9  21.0   1.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0  1.0 200.   3. 9999.9 9999.9  22.0   2.0
 SAAJ   512 -34.55  60.95    81.  3  2 11    0  2.0 360.   0. 9999.9 9999.9  21.0   2.0
 SADD   512 -34.48  58.62     4.  3  2 11    0 21.0 140.  13. 9999.9 9999.9  25.0   6.0
 SADD   512 -34.48  58.62     4.  3  2 11    0 22.0 140.   5. 9999.9 9999.9  25.0   7.0
 SADD   512 -34.48  58.62     4.  3  2 11    0 23.0 140.  10. 9999.9 9999.9  24.0   5.0
 SADD   512 -34.48  58.62     4.  3  2 11    0  0.0 140.  10. 9999.9 9999.9  23.0   4.0
 SUCA   512 -34.45  57.83    23.  3  2 11    0 21.0 150.  16. 9999.9 9999.9  26.0   3.0
 SUCA   512 -34.45  57.83    23.  3  2 11    0 22.0 150.  16. 9999.9 9999.9  25.0   3.0
 SUCA   512 -34.45  57.83    23.  3  2 11    0 23.0 140.  18. 9999.9 9999.9  28.0   6.0
 SUCA   512 -34.45  57.83    23.  3  2 11    0  0.0 140.  18. 9999.9 9999.9  24.0   3.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0 21.0  70.  10. 9999.9 9999.9  30.0  13.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0 22.0  90.  12. 9999.9 9999.9  28.0  11.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0 23.0  90.  13. 9999.9 9999.9  26.0   9.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0  0.0  90.   8. 9999.9 9999.9  23.0   5.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0  1.0  90.   5. 9999.9 9999.9  21.0   2.0
 SAOR   512 -33.73  65.38   486.  3  2 11    0  2.0  50.   4. 9999.9 9999.9  20.0   1.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0 21.0 210.  15. 9999.9 9999.9  26.0  14.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0 22.0 210.  15. 9999.9 9999.9  25.0  13.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0 23.0 200.  11. 9999.9 9999.9  24.0  13.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0  0.0 170.   9. 9999.9 9999.9  22.0  11.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0  1.0 150.  10. 9999.9 9999.9  20.0   9.0
 SCEL   512 -33.38  70.78   476.  3  2 11    0  2.0 150.   9. 9999.9 9999.9  18.0   7.0
 SUDU   512 -33.35  56.50    93.  3  2 11    0 22.0 100.   8. 9999.9 9999.9  29.0   9.0
 SUDU   512 -33.35  56.50    93.  3  2 11    0 23.0 110.  10. 9999.9 9999.9  27.0   8.0
 SUDU   512 -33.35  56.50    93.  3  2 11    0  0.0  90.   6. 9999.9 9999.9  26.0   6.0
 SUDU   512 -33.35  56.50    93.  3  2 11    0  1.0 120.  11. 9999.9 9999.9  25.0   5.0
 SUDU   512 -33.35  56.50    93.  3  2 11    0  2.0 120.  12. 9999.9 9999.9  25.0   5.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0 21.0 180.   6. 9999.9 9999.9  28.0  13.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0 22.0 140.   8. 9999.9 9999.9  29.0  14.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0 23.0 140.   6. 9999.9 9999.9  27.0  11.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0  0.0 110.   6. 9999.9 9999.9  26.0  12.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0  1.0 140.  10. 9999.9 9999.9  24.0   9.0
 SAOU   512 -33.27  66.35   702.  3  2 11    0  2.0  90.  10. 9999.9 9999.9  23.0   8.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0 21.0 160.   8. 9999.9 9999.9  27.0   9.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0 22.0 140.  10. 9999.9 9999.9  26.0   7.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0 23.0 140.   8. 9999.9 9999.9  23.0   5.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0  0.0 140.   6. 9999.9 9999.9  21.0   2.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0  1.0 140.   6. 9999.9 9999.9  21.0   3.0
 SAOC   512 -33.12  64.23   421.  3  2 11    0  2.0  50.   4. 9999.9 9999.9  21.0   3.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0 21.0 160.  10. 9999.9 9999.9  25.0   5.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0 22.0 160.  10. 9999.9 9999.9  23.0   3.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0 23.0 160.   6. 9999.9 9999.9  23.0   3.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0  0.0 160.   6. 9999.9 9999.9  22.0   3.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0  1.0 160.   4. 9999.9 9999.9  22.0   3.0
 SAAR   512 -32.92  60.78    25.  3  2 11    0  2.0 200.   5. 9999.9 9999.9  21.0   2.0
 SAME   512 -32.83  68.78   704.  3  2 11    0 21.0  90.   6. 9999.9 9999.9  31.0  18.0
 SAME   512 -32.83  68.78   704.  3  2 11    0 22.0 110.   7. 9999.9 9999.9  30.0  16.0
 SAME   512 -32.83  68.78   704.  3  2 11    0 23.0 160.   6. 9999.9 9999.9  26.0  12.0
 SAME   512 -32.83  68.78   704.  3  2 11    0  0.0 180.   6. 9999.9 9999.9  26.0  12.0
 SAME   512 -32.83  68.78   704.  3  2 11    0  1.0 180.   6. 9999.9 9999.9  26.0  12.0
 SAME   512 -32.83  68.78   704.  3  2 11    0  2.0 140.   6. 9999.9 9999.9  25.0  11.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0 21.0  50.   4. 9999.9 9999.9  20.0   1.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0 22.0 180.   8. 9999.9 9999.9  21.0   2.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0 23.0 140.   4. 9999.9 9999.9  21.0   2.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0  0.0 360.   0. 9999.9 9999.9  21.0   1.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0  1.0 360.   0. 9999.9 9999.9  21.0   1.0
 SAAP   512 -31.78  60.48    78.  3  2 11    0  2.0 360.   0. 9999.9 9999.9  21.0   1.0
 SAAV   512 -31.70  60.82    18.  3  2 11    0 21.0 200.  10. 9999.9 9999.9  24.0   3.0
 SAAV   512 -31.70  60.82    18.  3  2 11    0 22.0 360.   0. 9999.9 9999.9  24.0   3.0
 SANU   512 -31.57  68.42   598.  3  2 11    0 21.0 160.   8. 9999.9 9999.9  33.0  23.0
 SANU   512 -31.57  68.42   598.  3  2 11    0 22.0 160.   7. 9999.9 9999.9  33.0  23.0
 SANU   512 -31.57  68.42   598.  3  2 11    0 23.0 180.   9. 9999.9 9999.9  32.0  23.0
 SANU   512 -31.57  68.42   598.  3  2 11    0  0.0 200.   6. 9999.9 9999.9  27.0  15.0
 SANU   512 -31.57  68.42   598.  3  2 11    0  1.0 180.   7. 9999.9 9999.9  26.0  14.0
 SANU   512 -31.57  68.42   598.  3  2 11    0  2.0 200.  11. 9999.9 9999.9  27.0  16.0
 SBBG   512 -31.35  54.12   180.  3  2 11    0 22.0 140.   8. 9999.9 9999.9  29.0   5.0
 SBBG   512 -31.35  54.12   180.  3  2 11    0 23.0 110.  14. 9999.9 9999.9  27.0   4.0
 SACO   512 -31.32  64.22   474.  3  2 11    0 21.0 160.  11. 9999.9 9999.9  27.0  11.0
 SACO   512 -31.32  64.22   474.  3  2 11    0 22.0 140.   7. 9999.9 9999.9  26.0   8.0
 SACO   512 -31.32  64.22   474.  3  2 11    0 23.0 110.   6. 9999.9 9999.9  24.0   5.0
 SACO   512 -31.32  64.22   474.  3  2 11    0  0.0  70.   3. 9999.9 9999.9  23.0   4.0
 SACO   512 -31.32  64.22   474.  3  2 11    0  1.0 200.   3. 9999.9 9999.9  22.0   4.0
 SACO   512 -31.32  64.22   474.  3  2 11    0  2.0 230.   3. 9999.9 9999.9  22.0   3.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0 21.0 140.  10. 9999.9 9999.9  23.0   3.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0 22.0  50.   2. 9999.9 9999.9  23.0   1.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0 23.0 360.   0. 9999.9 9999.9  23.0   1.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0  0.0 200.  10. 9999.9 9999.9  22.0   1.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0  1.0 360.   0. 9999.9 9999.9  22.0   1.0
 SAAC   512 -31.30  58.02    38.  3  2 11    0  2.0 360.   0. 9999.9 9999.9  22.0   1.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0 21.0 150.   9. 9999.9 9999.9  29.0   4.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0 22.0 140.   8. 9999.9 9999.9  28.0   3.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0 23.0 130.   9. 9999.9 9999.9  27.0   2.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0  0.0 100.   8. 9999.9 9999.9  27.0   1.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0  1.0 120.  10. 9999.9 9999.9  26.0   1.0
 SBPA   512 -30.00  51.18     3.  3  2 11    0  2.0 110.   8. 9999.9 9999.9  26.0   1.0
 SARL   512 -29.68  57.15    70.  3  2 11    0 21.0  90.   4. 9999.9 9999.9  28.0   3.0
 SARL   512 -29.68  57.15    70.  3  2 11    0 22.0 180.  23. 9999.9 9999.9  23.0   1.0
 SARL   512 -29.68  57.15    70.  3  2 11    0 23.0 180.  23. 9999.9 9999.9  22.0   1.0
 SARL   512 -29.68  57.15    70.  3  2 11    0  0.0 180.  16. 9999.9 9999.9  22.0   1.0
 SARL   512 -29.68  57.15    70.  3  2 11    0  1.0 140.  19. 9999.9 9999.9  23.0   1.0
 SARL   512 -29.68  57.15    70.  3  2 11    0  2.0 140.  21. 9999.9 9999.9  23.0   2.0
 SANL   512 -29.38  66.82   429.  3  2 11    0 21.0 140.   6. 9999.9 9999.9  30.0   9.0
 SANL   512 -29.38  66.82   429.  3  2 11    0 22.0 140.   7. 9999.9 9999.9  29.0   9.0
 SANL   512 -29.38  66.82   429.  3  2 11    0 23.0 140.   4. 9999.9 9999.9  28.0   8.0
 SANL   512 -29.38  66.82   429.  3  2 11    0  1.0 360.   0. 9999.9 9999.9  26.0   5.0
 SANL   512 -29.38  66.82   429.  3  2 11    0  2.0 360.   0. 9999.9 9999.9  25.0   4.0
 SANC   512 -28.60  65.77   454.  3  2 11    0 21.0 230.  14. 9999.9 9999.9  32.0  14.0
 SANC   512 -28.60  65.77   454.  3  2 11    0 22.0 230.  12. 9999.9 9999.9  31.0  12.0
 SANC   512 -28.60  65.77   454.  3  2 11    0 23.0 140.  10. 9999.9 9999.9  28.0  10.0
 SANC   512 -28.60  65.77   454.  3  2 11    0  0.0 140.   8. 9999.9 9999.9  27.0   9.0
 SANC   512 -28.60  65.77   454.  3  2 11    0  2.0  90.   6. 9999.9 9999.9  26.0   7.0
 SANE   512 -27.77  64.30   199.  3  2 11    0 21.0 110.  11. 9999.9 9999.9  30.0  11.0
 SANE   512 -27.77  64.30   199.  3  2 11    0 22.0 110.  13. 9999.9 9999.9  29.0   8.0
 SANE   512 -27.77  64.30   199.  3  2 11    0 23.0 140.   6. 9999.9 9999.9  28.0   7.0
 SANE   512 -27.77  64.30   199.  3  2 11    0  1.0 160.   5. 9999.9 9999.9  26.0   6.0
 SANE   512 -27.77  64.30   199.  3  2 11    0  2.0 180.   7. 9999.9 9999.9  24.0   3.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0 21.0 130.   6. 9999.9 9999.9  26.0   3.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0 21.3 140.   4. 9999.9 9999.9  24.0   1.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0 22.0 110.   3. 9999.9 9999.9  24.0   1.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0 23.0  80.   3. 9999.9 9999.9  24.0   1.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0  0.0 360.   0. 9999.9 9999.9  25.0   1.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0  1.0 360.   0. 9999.9 9999.9  25.0   1.0
 SBFL   512 -27.67  48.55     5.  3  2 11    0  2.0 230.   2. 9999.9 9999.9  25.0   2.0
